ResponseId,Age,EdLevel,Employment,WorkExp,LearnCodeAI,DevType,OrgSize,RemoteWork,Industry,Country,Language,Database,Salary,EDU,WE,SS Index
16986,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,1,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,In-person,Software Development,Poland,Bash/Shell (all shells);C;GDScript;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL,MySQL;PostgreSQL;SQLite,27836,1.25,1,34795
16988,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Germany,HTML/CSS;JavaScript;TypeScript,MongoDB,69609,1,0.842105263,58618.10526
16993,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,In-person,Computer Systems Design and Services,Trinidad and Tobago,C#;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript;Visual Basic (.Net),Cloud Firestore;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL,28270,1,0.789473684,22318.42105
16995,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,35,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees",Remote,Software Development,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,160000,1,0.5,80000
16999,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,Brazil,Dart;HTML/CSS;Java;JavaScript;Python;SQL,Elasticsearch;H2;MySQL;PostgreSQL;SQLite;Amazon Redshift,17476,1,0.710526316,12417.15789
17003,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"No, I didn't spend time learning in the past year","Developer, front-end",100 to 499 employees,Remote,Energy,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;SQL;TypeScript,Microsoft SQL Server,92576,1,0.631578947,58469.05263
17004,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","5,000 to 9,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Uruguay,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL;Redis,55000,1,0.5,27500
17010,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"No, I didn't spend time learning in the past year","Developer, back-end",500 to 999 employees,Remote,Insurance,Turkey,HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;Oracle;Redis,69432,0.9,0.763157895,47688.82105
17014,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",Support engineer or analyst,"1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Belgium,Bash/Shell (all shells);COBOL;Java;JavaScript;Python;SQL,Databricks SQL;Datomic;Elasticsearch;IBM DB2;MySQL;PostgreSQL,75410,0.9,0.684210526,46436.68421
17022,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","1,000 to 4,999 employees",In-person,"Internet, Telecomm or Information Services",China,Java;JavaScript;TypeScript,Elasticsearch;MySQL;Redis;Clickhouse,88200,1,0.947368421,83557.89474
17023,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, desktop or enterprise applications",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Germany,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;SQLite,100933,1,0.657894737,66403.28947
17029,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees",Remote,Healthcare,Canada,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL,138621,1,0.552631579,76606.34211
17033,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,24,"No, I didn't spend time learning in the past year","Developer, back-end",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Other:,United States of America,Bash/Shell (all shells);C;C++;Java;Perl;Python,NA,120000,1,0.5,60000
17044,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)",Other:,France,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;Redis,61488,0.8,0.736842105,36245.55789
17048,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,40,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Government,Cuba,Assembly;Bash/Shell (all shells);Java;Kotlin;Lisp;Python;SQL,Datomic;DuckDB;Elasticsearch;PostgreSQL;Valkey,116015,0.8,0.5,46406
17056,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Canada,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Dynamodb;MongoDB;Oracle;PostgreSQL,124029,0.9,0.684210526,76375.75263
17059,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,31,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data engineer,500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Germany,Bash/Shell (all shells);Python;SQL,Databricks SQL,110214,0.8,0.5,44085.6
17062,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,6,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",Financial analyst or engineer,"1,000 to 4,999 employees",In-person,Banking/Financial Services,Switzerland,Perl;Python;VBA,Elasticsearch;Microsoft SQL Server;Oracle;SQLite,127713,0.8,0.868421053,88726.92632
17065,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,"Transportation, or Supply Chain",Portugal,JavaScript;Ruby;SQL,Elasticsearch;PostgreSQL;Redis;Supabase;Amazon Redshift,139218,1,0.631578947,87927.15789
17086,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, front-end",500 to 999 employees,Remote,Healthcare,United States of America,JavaScript;Python;TypeScript,MySQL,231000,1,0.736842105,170210.5263
17093,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,Software Development,United States of America,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,BigQuery;Elasticsearch;PostgreSQL;Redis,220000,1,0.789473684,173684.2105
17096,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,Software Development,Italy,C#;Dart;HTML/CSS;JavaScript;SQL;TypeScript,Cloud Firestore;Microsoft SQL Server,38285,1,0.868421053,33247.5
17103,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,"No, I didn't spend time learning in the past year","Developer, front-end",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Croatia,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,PostgreSQL,63808,0.9,0.815789474,46848.50526
17105,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Canada,Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,Dynamodb;MySQL,151753,1,0.710526316,107824.5
17110,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,18,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, QA or test","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Lua;PowerShell;Python,NA,103468,0.8,0.552631579,45743.74737
17112,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees",In-person,Software Development,Viet Nam,C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python;SQL;TypeScript,PostgreSQL;Redis,9553,1,0.921052632,8798.815789
17115,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack",500 to 999 employees,In-person,Other:,United States of America,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Rust;SQL;VBA,MariaDB;Microsoft Access;Microsoft SQL Server;MySQL,30000,1,0.578947368,17368.42105
17116,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data or business analyst,"5,000 to 9,999 employees","Hybrid (some remote, leans heavy to in-person)",Higher Education,Canada,Python;SQL,PostgreSQL,53624,0.9,0.842105263,40641.34737
17117,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions","10,000 or more employees",Remote,Software Development,United States of America,Bash/Shell (all shells);C#;F#;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,170000,1,0.631578947,107368.4211
17125,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, front-end","10,000 or more employees",Remote,Healthcare,United States of America,HTML/CSS;Java;JavaScript;TypeScript,NA,132660,1,0.736842105,97749.47368
17126,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, front-end",100 to 499 employees,Remote,Software Development,India,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;TypeScript,MongoDB;Redis;SQLite,139488,1,0.815789474,113792.8421
17127,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",Cloud infrastructure engineer,"10,000 or more employees",Remote,"Transportation, or Supply Chain",Australia,Bash/Shell (all shells);Go;Groovy;Java;JavaScript;Kotlin;Python;Ruby;Rust;Scala;SQL;Swift;TypeScript,InfluxDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,175525,0.9,0.578947368,91457.76316
17134,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",DevOps engineer or professional,500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,France,Bash/Shell (all shells);Go;Python;SQL,MySQL;SQLite,75410,0.9,0.710526316,48222.71053
17136,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",Database administrator or engineer,100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Norway,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Cosmos DB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,81210,1,0.947368421,76935.78947
17144,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Architect, software or solutions",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",United States of America,C;C#;C++;PHP;PowerShell;Python;SQL,MariaDB;MySQL,120000,1,0.578947368,69473.68421
17148,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Dynamodb;PostgreSQL;Redis,300000,0.9,0.657894737,177631.5789
17162,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Croatia,Java;JavaScript;SQL;TypeScript,H2;IBM DB2;Oracle;PostgreSQL,34804,1,0.842105263,29308.63158
17169,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,16,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Support engineer or analyst,"10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Spain,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL,MongoDB;SQLite,87011,0.8,0.605263158,42131.64211
17171,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end","10,000 or more employees",Remote,Software Development,Armenia,Java;JavaScript;Python;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;PostgreSQL,9076,0.9,0.552631579,4514.115789
17176,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,19,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Cybersecurity or InfoSec professional,"10,000 or more employees",Remote,"Transportation, or Supply Chain",United States of America,Bash/Shell (all shells);Go;PowerShell;Python;Ruby;SQL,InfluxDB;MySQL;PostgreSQL;SQLite,240000,1,0.526315789,126315.7895
17177,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees",Remote,Higher Education,United States of America,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,H2;Oracle;Redis,115000,1,0.631578947,72631.57895
17181,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, embedded applications or devices","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,India,C;C++;Python,NA,40684,1,0.921052632,37472.10526
17184,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,39,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Italy,Bash/Shell (all shells);C,NA,75410,0.9,0.5,33934.5
17188,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",500 to 999 employees,Remote,Higher Education,United States of America,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,75000,1,0.868421053,65131.57895
17201,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Cloud infrastructure engineer,100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Germany,Bash/Shell (all shells);JavaScript;Lua;Python,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,93972,0.9,0.710526316,60092.62105
17205,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,19,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Fintech,Switzerland,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,PostgreSQL;Redis,185989,0.8,0.526315789,78311.15789
17217,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, embedded applications or devices","10,000 or more employees",In-person,"Transportation, or Supply Chain",United States of America,C;C#;C++;HTML/CSS;JavaScript;MATLAB;Python,NA,89000,1,1,89000
17218,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,5,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",Data scientist,"1,000 to 4,999 employees",Remote,Fintech,United States of America,Go;Python;Rust;SQL,PostgreSQL;Snowflake,170000,0.8,0.894736842,121684.2105
17222,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack",500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)",Insurance,United States of America,C#;Java;SQL;TypeScript,Microsoft SQL Server,105000,1,0.921052632,96710.52632
17223,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",System administrator,"1,000 to 4,999 employees",In-person,"Internet, Telecomm or Information Services",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Go;Java;PowerShell;Python;Ruby,Cosmos DB;MongoDB;PostgreSQL;Redis,119805,1,0.684210526,81971.84211
17224,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",500 to 999 employees,Remote,Software Development,Argentina,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Microsoft SQL Server;MySQL,28151,1,0.605263158,17038.76316
17225,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,In-person,Other:,Italy,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,PostgreSQL,39445,1,0.894736842,35292.89474
17239,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,"No, I didn't spend time learning in the past year",Project manager,100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,Java;Kotlin,NA,56847,0.9,0.5,25581.15
17240,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions",500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)",Software Development,Austria,HTML/CSS;Java;Python;TypeScript,Elasticsearch;Neo4J;PostgreSQL,8121,0.9,0.631578947,4616.147368
17241,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16,"No, I didn't spend time learning in the past year","Developer, back-end","10,000 or more employees",Remote,Banking/Financial Services,Ukraine,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,H2;MySQL;Oracle;PostgreSQL;Redis,80000,0.9,0.605263158,43578.94737
17242,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,28,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions","10,000 or more employees",Remote,Software Development,Argentina,Assembly;C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;R;Rust;SQL;TypeScript;VBA;Visual Basic (.Net),BigQuery;Cassandra;Cosmos DB;Databricks SQL;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite;Supabase;Cockroachdb;Amazon Redshift,95542,0.8,0.5,38216.8
17250,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",Data scientist,"10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;R;SQL;VBA,MySQL;SQLite,50372,0.9,0.921052632,41755.73684
17251,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,"No, I didn't spend time learning in the past year",Database administrator or engineer,"10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,France,C#;PowerShell;SQL,Dynamodb;Microsoft SQL Server,69609,0.9,0.710526316,44513.12368
17258,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,24,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",United States of America,C#;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;MySQL;SQLite,140000,1,0.5,70000
17263,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript;VBA,Elasticsearch;Microsoft SQL Server;PostgreSQL;SQLite,130000,1,0.5,65000
17276,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",DevOps engineer or professional,100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Austria,Bash/Shell (all shells);Java;Python,NA,87011,0.9,0.631578947,49458.88421
17277,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",DevOps engineer or professional,"1,000 to 4,999 employees",Remote,Software Development,Germany,Elixir;Go;JavaScript;Python;Ruby;Rust,Dynamodb;PostgreSQL;Redis;SQLite,102093,0.9,0.763157895,70121.77105
17279,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"No, I didn't spend time learning in the past year","Developer, embedded applications or devices","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Poland,Bash/Shell (all shells);C;C#;C++;Python;Rust;TypeScript,NA,87328,0.9,0.763157895,59980.54737
17288,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end","1,000 to 4,999 employees",In-person,Fintech,Malaysia,Bash/Shell (all shells);Go;HTML/CSS;Perl;Python;SQL,Dynamodb;Elasticsearch;InfluxDB;PostgreSQL;Redis;SQLite;Supabase,28275,1,0.763157895,21578.28947
17291,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Project manager,"10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",Germany,C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Perl;PHP;Python;R;Rust;SQL;Swift;TypeScript;VBA,Cloud Firestore;Cosmos DB;DuckDB;Firebase Realtime Database;MongoDB;MySQL;Oracle;Supabase;Amazon Redshift,348044,1,0.973684211,338884.9474
17301,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Data engineer,"10,000 or more employees",In-person,Healthcare,United States of America,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,DuckDB;MongoDB;PostgreSQL,93000,0.9,0.973684211,81497.36842
17302,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Software Development,Switzerland,C++;Python;Rust;SQL,PostgreSQL;Clickhouse,185989,0.9,0.815789474,136555.0816
17307,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,3,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Germany,Assembly;Bash/Shell (all shells);C;C#;Dart;GDScript;HTML/CSS;PHP;Python;Rust;SQL,MySQL;PostgreSQL,59434,1.25,0.947368421,70382.36842
17309,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,8,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",DevOps engineer or professional,100 to 499 employees,Remote,Retail and Consumer Services,Spain,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Dynamodb;Elasticsearch;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,68449,1.15,0.815789474,64215.96974
17319,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",500 to 999 employees,Remote,Software Development,United States of America,Go;HTML/CSS;JavaScript;TypeScript,NA,200000,1,0.789473684,157894.7368
17322,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,Fintech,United States of America,C++;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,MongoDB;PostgreSQL,200000,1,0.578947368,115789.4737
